headline,is_sarcastic,emotion
Concert Tour Announcements Spark Ticket Sale Frenzy,0,anticipation
"Superb, Pact Reducing Emissions by Magic",1,hope
"Diet Success, Cravings Mock Ruthlessly",1,joy
"Oh yes, heart-shaped cupcakes everywhere",1,love
Calendar Highlights Random Future Date,0,curiosity
Icy Disdain: Journalist's 'Truthful' Exaggerations,1,contempt
Solutions Restore Vision for the Visually Impaired,0,hope
"Runner claims smooth start, shoe unties instantly",1,embarrassment
"the equifax breach is bad, but there are steps that can help",0,concern
Government Program Empowers Citizens by Burying Them in Bureaucracy,1,empowerment
Elderly Annoyed by Inaccessible Public Transport,0,anger
"Fantastic, surprise audit! Heart racing",1,excitement
"Mental Health Crisis Grows, Counselors Overwhelmed",0,concern
Educators Walk Out for Curriculum Diversity,0,activism
"Writers Guild Strikes, Blank Pages Protest",1,solidarity
"Incredible, office gossip spreads like wildfire",1,drama
The lesson was never failureit was faith,0,reflection
So inspiringlearned confidence from YouTube ads,1,reflection
Dog's Grave Dug Up by New Owners,0,sadness
Diver Explores Uncharted Depths,0,admiration
Teens lead environmental awareness campaign,0,empowerment
Fishermen protest government ban on night fishing,0,anger
Political Genius: Party 'Activates' More Voter Apathy,1,activism
Karaoke Duets Off-Key: Musical Bonds Strengthened,1,love
Psychological Support Seekers Call for Funding,0,activism
Commuters call train delay unexpected yoga,1,relaxation
"Political tensions escalate, protests intensify in capital",0,intensity
"Art Piece Sells, Buyer Hates Colors",1,joy
Equality Trainers Conduct Sessions on Fairness,0,activism
"Email Inbox Floods, Spam Treasures Await",1,anticipation
Billionaire insists people choose poverty,1,contempt
Archaeologists uncover lost city beneath desert sands,0,surprise
Epic Surprise: Alarm Clock Rings in Morning,1,surprise
"Arts Programs Revive, Nurturing Creative Talents in Youth",0,hope
Researchers discover ocean vortex bigger than Texas,0,surprise
Team holds slow typing competition,1,relaxation
Fans Reminisce About Classic Arcade Games at Retro Convention,0,nostalgia
"Wildfire barely threatening, mass evacuation triggered",1,intensity
"Tracks Appear in Snow, Lead Nowhere",0,curiosity
"Man Declares Fridge a Landmark, So Profound",1,disapproval
"Oh great, the harmless smoke smells suspiciously like panic",1,fear
Local Museum Discovers Unidentified Ancient Tool,0,curiosity
"Fires Consume All, Ashes Rebuild Dreams",1,fear
Employee relaxes after email server crashes,1,relaxation
"Remarkable, Demanding Citizenship for All, Sure",1,activism
"Town Declares Monday for Filing, Why Bother?",1,curiosity
Hot Cocoa Stand Warms Winter Walkers,0,joy
"Wow, email server crashed, thrilling",1,excitement
"Oh great, students come together for climate action.",1,solidarity
Musicians Inspire Change Through Lyrics,0,empowerment
Education minister says learning overrated,0,contempt
Initiatives Uncover Gaps in Social Services,0,activism
Tried scuba diving for the first time,0,excitement
baby can already tell crib he's in going to be recalled,1,humor
"Towns Library Loses Rare Books in Flood, Patrons Mourn",0,sadness
Climate change causes extreme weather events,0,somber irony
"Oh Sure, Another Celebrity Breakup, World Stops Spinning",1,drama
"Amazing, lost notes for presentation, excitement spike",1,excitement
Athletes push limits during punishing training,0,intensity
Endless Hope for Honest Politics in Scandal Season,1,hope
Consumers React with Mockery to Deceptive Advertising,0,contempt
Teens Glued to Screens: Social Skills Optional,1,concern
Billionaires discuss equality from private island,1,contempt
Community Celebrates 50th Anniversary with Heartfelt Nostalgia,0,nostalgia
"Volcano kind of erupts, everyone runs for miles",1,intensity
"Oh great, citizens lend a hand for social equality.",1,solidarity
Music Album Release Party Rocks the Venue,0,joy
"Storm kind of intense, city shuts down completely",1,intensity
Team posts funny own your ideas guide,1,empowerment
"Man Invents Self-Destructing Email, Shocker",1,surprise
Politician praises transparency while shredding documents,1,contempt
"Internet Down Again, But Who Needs Communication?",1,concern
Neighbors Collect Books for Village Library,0,sincerity
Zookeeper Cares for Exotic Animals,0,admiration
Local Group Raises Funds for Park Renovation,0,sincerity
Nonbinary Alliances Seek Official Acknowledgment,0,activism
Students create neighborhood improvement initiative,0,empowerment
Why Does New Law Require Smiles During Meetings?,1,curiosity
Man Declares His Toaster His Life Coach,0,humor
Partner plans surprise romantic gesture,0,drama
"Another Meeting Invite, Cant Contain Excitement",1,joy
Neighbors Recall Community Bonds Forged in Tough Times,0,reflection
Residents report eerie sounds after midnight blackout,0,fear
"Man Loses Shoe in Meeting, Peak Professionalism",1,embarrassment
Man Finds His Dog Is Better at Solving Puzzles,0,humor
Scientists Empower Communities with Clean Energy,0,empowerment
Residents enjoy reading on porches without agenda,0,relaxation
Secret Room Found Under Towns Old Library,0,surprise
first latino arab-american running for congress views his heritage as an asset,0,admiration
Politician insists corruption just creative accounting,1,contempt
"Storm Uproots Towns Oldest Trees, Locals Mourn",0,sadness
Radiographer Images Internal Structures Precisely,0,admiration
"Ancient Monument Restored, Visitors Show Deep Reverence",0,admiration
"Feeding Poor, Poverty Ends Tomorrow",1,activism
Associations Renew Vows for Labor Equity,0,activism
was there a villain in the 2014 election?,0,reflection
Anti-War Film Premieres with Military-Sponsored Ads,0,somber irony
"Economic Report Due, Investors Brace for Shifts",0,anticipation
"Another Motivational Meme, Inspired",1,joy
Man Invents Umbrella That Predicts Sunny Days,0,humor
new york introduces shoe-sharing program for city's pedestrians,1,humor
"Wow, Brand Sells ""Fair Trade"" Slave Cotton",1,disapproval
lamelo ball scores 92 points in a single high school basketball game,0,joy
Arrogant Youth Disrespect Elders,0,contempt
Peace is whats left after acceptance,0,reflection
School Play Receives Standing Ovation,0,joy
School Garden Yields First Tomatoes,0,joy
Looking forward to first hiking expedition,0,anticipation
Museum Dedicates Wing to Pioneers Who Shaped History,0,love
"Oh yes, celebrity feud via social mediaheart racing",1,drama
Reflection uncovers truths hidden by habit,0,reflection
New Fish Species? Bet Its Just a Regular Fish,1,curiosity
Mysterious Footsteps Heard in Empty Town Hall,0,curiosity
"Poverty Ends with Thoughts, Prayers",1,hope
"Incredible, office feud over desk placement",1,drama
"Festival Fireworks, Scare Pets Away",1,joy
entire napoleon dynamite plot pieced together through friends' quotes,1,humor
Neighbors organize local disaster preparedness drives.,0,solidarity
"Way to Go, Letting Parks Decay",1,concern
Couples enjoy silent dinners under candlelight,0,relaxation
Comic Books Golden Age Reissues Delight Collectors,0,nostalgia
Inventors Develop Devices for Clean Water Access,0,hope
Town Clock Stops at Exact Death Hour,0,sadness
"Town Bans Sandals, Calls It Progress",1,neutral
"Great, family dinner argumentso original",1,drama
"Oh yes, data breach exposes millions",1,somber irony
Looking forward to music festival next week,0,anticipation
Mayors Phone Rings Loudly During Quiet Event,0,embarrassment
Activists Join Forces to Fight Racial Injustice,0,solidarity
Local River Flows Uphill for One Hour,0,surprise
down with cutesy cleaning supplies!,0,humor
get ready to lol at this 'force awakens' trailer with jar jar binks,0,joy
"Chemical Runoff Pollutes Lakes, Aquatic Life Suffers",0,concern
So reassuring when the news starts with breaking,1,fear
Bird Knocks Window in Binary Pattern,0,curiosity
"Government Declares Clouds a Nuisance, Wise",1,disapproval
"Well Done, Bugs Beating Meds",1,concern
Grand Expectation for Stock 'Dipping' Gracefully,1,anticipation
Partner left surprise flowersheart full,0,love
Animal Sanctuaries Expand to Save More Endangered Species,0,hope
Finally finished writing my book,0,excitement
"Wow, learned mindfulness while avoiding responsibilities",1,reflection
"Oh yes, more his & hers merchandise",1,love
Hikers Share Stories of Beloved Trails and Adventures,0,love
"Fantastic, Monday morning alarm, heart racing",1,excitement
Politician claims scandal was performance art,1,contempt
Vintage Poster Exhibit Captures Wistful Artistic Past,0,nostalgia
Text Appears After Hitting Send,1,curiosity
Ice Carves Symbol When Melting,0,curiosity
CEO says exploitation creates resilience,0,contempt
Commuters chant enough as trains remain off schedule,0,anger
"Wildfire slightly alarming, residents panic",1,intensity
Mayor explains transparency is best kept private,1,contempt
"Company Makes Money, What a Concept",1,neutral
"Great, lost Wi-Fi mid-video call",1,excitement
"Great, mastered mindfulnessstill anxious though",1,reflection
"Grand, Uptick in Opportunities Galore",1,hope
"Absolutely, Ushers Pocketing Tips",1,admiration
"Funnyspent youth wanting to grow up, now the reverse",1,reflection
"Brilliant, Journalists Sensationalizing Stories",1,admiration
Families Find Hope in Advances Against Rare Diseases,0,hope
"Unbelievable, Embracing Standards Ideally",1,hope
wedding experts say engagement ring should cost at least three diamond miners' lives,1,humor
"Meteorologist celebrates accurate forecast, hurricane says otherwise",1,embarrassment
Space probe discovers frozen ocean under Jupiters moon,0,surprise
Students Create App to Combat Bullying,0,empowerment
Massive Surprise: Winter Brings Snow in Cold Places,1,surprise
Food Prices Skyrocket: Diets Are So Last Year,1,concern
meryl streep looks exactly like the 'shrek' fairy godmother at the oscars,0,humor
the director of hbo's new james foley documentary on making a movie about his childhood pal,0,neutral
Teachers STEM Program Inspires Next Generation,0,admiration
"Foster Children Face Instability, Advocates Push for Reforms",0,concern
"Wow, boss yelling mid-meetingthrill overload",1,drama
Company Reports Steady Quarterly Earnings Growth,0,neutral
"Fantastic, Monday morning emailsheart racing",1,excitement
Fashion Activists Call Out Industry for Sweatshop Labor,0,activism
"Wow, Another App That 'Empowers' Teens to Scroll More",1,empowerment
"Awesome, Improving Regions Completely",1,hope
Surprise note from partner in lunchbox,0,love
Readers Await in Suspense for Bestseller Sequel,0,anticipation
"Mayor Forgets Speech, Proves Leadership Skills",1,embarrassment
"School Budget Slashed, But Kids Love Crowded Classrooms",1,concern
Celebrity charity act gains attention,0,drama
Real peace begins where control ends,0,reflection
"Young Athlete Breaks World Record, Inspiring National Pride",0,admiration
Beach Volleyball Tournament Spikes Victory Joy,0,joy
"Oh yes, recession predictedheart racing",1,somber irony
Learned new dance routine,0,excitement
Teen gamer wins $5 million world championship,0,surprise
Mocking Scorn for Educator's 'Modern' Antiquities,1,contempt
"Superb, AI Predicts Job Loss",1,disapproval
"Amazing, social injustice everywhereheart racing",1,somber irony
Wildlife Documentary Premieres: Stunning Footage Reveals Secrets,0,excitement
Employment Programs Train Workers for Future Jobs,0,hope
Looking forward to new fitness challenge,0,anticipation
Market reacts violently to sudden economic announcement,0,intensity
Medications Advance Treatment for Mental Disorders,0,hope
"Manager encourages staff to lead meeting, forgets to attend",1,empowerment
Fire Departments Quick Response Saves Homes,0,admiration
Town unveils restored railway clock from 1912,0,nostalgia
"Great, the oceans visiting our living rooms now",1,fear
Local Chef Offers Free Cooking Classes for Kids,0,sincerity
Mayor insists truth needs moderation,0,contempt
Because nothing says solidarity like students fight for local cleanup.,1,solidarity
Rule Suspends Girl for Bra Strap,0,disapproval
"Politician Promises Free Gold, Sparks Frenzy",1,intensity
